,NOMBRE CIENTIFICO,COORDENADAS
1475,Zungaro zungaro,"[(-1.805, -77.343056), (-14.600997, -67.572428), (3.587751, -58.234187), (-3.811811, -70.343963), (-9.866098, -58.223682), (-15.883333, -52.25), (-0.424901, -77.017333), (0.078806, -72.508944), (2.539889, -73.931111), (2.292333, -73.875444), (2.292333, -73.875444), (2.539889, -73.931111), (2.292333, -73.875444), (4.60958, -71.67332), (-3.228889, -59.006111), (-9.316389, -56.786667), (4.60958, -71.67332), (7.817833, -67.3585), (4.58578, -71.71414), (3.730076, -58.395709), (-3.19, -71.51), (-3.19, -71.51), (-3.19, -71.51), (-12.280002, -70.881268), (-3.231389, -58.998611), (-3.223056, -59.004722), (-3.228889, -59.006111), (4.60958, -71.67332), (4.60958, -71.67332), (4.58578, -71.71414), (4.60958, -71.67332), (-19.576667, -57.018056), (4.58578, -71.71414), (4.60958, -71.67332), (4.60958, -71.67332), (4.58578, -71.71414), (-9.310833, -64.715), (-10.016111, -65.312222), (-9.394167, -56.654167), (4.58578, -71.71414), (-22.8, -53.539167), (-10.425556, -65.377222), (-19.576667, -57.018056), (4.60958, -71.67332), (-0.45701, -76.856936), (-0.449825, -76.835137), (-0.2428, -72.4256), (2.3375, -73.0494), (-9.396667, -56.736389), (4.58578, -71.71414), (-12.574249, -73.03833), (4.58578, -71.71414), (4.58578, -71.71414), (-9.261944, -64.645), (1.656889, -75.607056), (-9.295278, -56.794444), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (-13.816667, -53.25), (-9.451944, -56.512778), (-13.797222, -53.246111), (4.58578, -71.71414), (-11.27853, -68.03739), (-13.816667, -53.25), (4.58578, -71.71414), (4.58578, -71.71414), (-0.44502, -76.624938), (-13.816667, -53.25), (-1.466111, -56.378611), (4.58578, -71.71414), (-14.103408, -68.316614), (4.58578, -71.71414), (9.078794, -69.648158), (3.626953, -67.884506), (4.58578, -71.71414), (4.58578, -71.71414), (-15.883333, -52.25), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (-3.787566, -70.36278), (-19.576667, -57.018056), (-19.576667, -57.018056), (-1.8, -50.05), (-19.576667, -57.018056), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (4.58578, -71.71414), (-14.781389, -55.665833), (-3.755657, -73.253144), (-1.293053, -69.723992), (-16.623889, -54.439444), (-15.974167, -55.940833), (-4.224876, -69.946982), (-4.200067, -69.951367), (-6.889351, -75.129783), (-4.200067, -69.951367), (-4.193323, -69.953497), (-0.993889, -75.432778), (-11.78, -73.341), (-10.45, -58.283333), (4.7, -72.166667), (4.3, -72.6), (-3.224167, -59.931111), (-3.596944, -61.348889), (-3.213333, -59.9075), (-3.19117, -59.8902), (-3.226944, -59.058889), (-3.2917, -60.0406), (-3.2219, -59.9181), (-13.816667, -48.283333), (-3.5892, -61.0914), (5.15, -70.9), (-17.263889, -44.383333), (-17.168056, -44.468056), (5.0, -72.416667), (4.7, -72.166667), (-3.085556, -59.793333), (-3.319444, -58.855556), (-3.308611, -58.773056), (-1.203889, -51.290556), (-1.826667, -49.784444), (-1.683333, -50.483333), (-16.641627, -43.700218), (-14.239444, -44.528333), (-3.122778, -60.105278), (-3.293056, -64.642222), (-2.746944, -66.935833), (-3.178611, -67.931389), (-3.908889, -61.770278), (-3.174444, -67.933611), (-2.600556, -65.511389), (4.387107, -72.07225), (-2.5869, -65.4844), (5.528993, -76.633966), (-12.112283, -71.082255), (-19.576944, -57.011667), (-21.3, -47.28), (-13.833333, -48.316667), (-13.833333, -48.316667), (6.375114, -76.702873), (-13.616667, -46.85), (-21.316667, -44.6), (6.2, -67.4602), (-18.216667, -47.583333), (-17.433333, -44.95), (-1.060556, -57.058611), (6.2, -67.4602), (-15.616667, -56.1), (-1.759444, -55.8575), (6.216603, -67.427649), (7.558255, -64.963119), (7.635034, -64.892259), (6.216603, -67.427649), (6.216603, -67.427649), (-1.166667, -62.0), (-8.866667, -64.066667), (5.43, -52.99), (5.39, -52.95), (5.46, -53.02), (-5.866667, -50.533333), (-5.866667, -50.533333), (-5.866667, -50.533333), (-5.866667, -50.533333), (-1.0, -48.5), (-1.0, -48.5), (-0.583333, -72.433333), (-3.808219, -49.67135), (8.826713, -69.987789), (-0.583333, -72.433333), (-4.016667, -77.783333), (-4.591461, -77.863034), (-4.434018, -77.641159), (-4.434018, -77.641159), (-4.434018, -77.641159), (-2.7, -60.75), (-25.755, -57.195), (-25.299257, -57.622334), (-25.731667, -57.17), (-24.418333, -55.68), (-24.345, -55.068333), (-25.281667, -56.4), (-24.381667, -55.94), (-24.881667, -56.325), (-22.108333, -56.51), (-24.463333, -55.52), (-23.908333, -56.55), (-27.4, -56.77), (8.622222, -61.7925), (8.622222, -61.791667), (8.6219, -61.7931), (8.6219, -61.7931), (8.6067, -61.0), (8.3119, -65.9478), (8.683333, -62.233333), (8.683333, -62.233333), (8.683333, -62.233333), (-24.083333, -54.266667), (8.6, -61.8), (-24.083333, -54.266667), (-4.452462, -78.180314), (-11.943238, -71.295071), (-1.883333, -67.0), (-1.766667, -55.866667), (-16.183333, -55.95), (3.2, -52.333333), (2.25, -52.883333), (-4.208942, -69.953774), (-4.208942, -69.953774), (-19.583333, -56.45)]"
1476,Cruciglanis pacifici,"[(3.671886, -76.943067), (3.693956, -76.95775), (3.745208, -76.961903), (3.74, -76.97), (3.381903, -77.144315), (3.89267, -76.871754), (3.85, -76.85), (3.836467, -76.896583), (3.786768, -76.868457), (3.835801, -76.894822), (3.838695, -76.898962), (3.84396, -76.89418), (3.786768, -76.868457), (3.786768, -76.868457), (3.674135, -76.94206), (3.630959, -76.852551), (3.611357, -76.88502), (3.834908, -76.894319), (4.454722, -75.164167), (1.98141, -78.41697), (7.06609, -69.3293), (2.148333, -77.078889), (1.9678, -77.0095), (3.741667, -76.969722)]"
1477,Eremophilus mutisii,"[(5.552408, -72.881261), (5.067557, -73.977751), (4.927675, -74.166201), (4.694058, -74.094756), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.465972, -73.759389), (5.465972, -73.759389), (5.465972, -73.759389), (5.465972, -73.759389), (5.465972, -73.759389), (5.465972, -73.759389), (5.465972, -73.759389), (5.465972, -73.759389), (5.465972, -73.759389), (5.465972, -73.759389), (5.465972, -73.759389), (5.164167, -73.958556), (5.164167, -73.958556), (5.083494, -73.934678), (5.083494, -73.934678), (5.083494, -73.934678), (5.083494, -73.934678), (5.083494, -73.934678), (5.083494, -73.934678), (5.083494, -73.934678), (5.083494, -73.934678), (5.083494, -73.934678), (5.083494, -73.934678), (4.89275, -74.049417), (4.89275, -74.049417), (4.938972, -73.864972), (4.498917, -74.254444), (4.498917, -74.254444), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (5.09, -73.7), (4.918866, -74.098903), (5.06, -73.8), (5.061397, -73.949863), (5.061397, -73.949863), (5.061397, -73.949863), (4.72, -73.99), (5.52407, -73.21791), (5.466667, -73.75), (5.47, -73.75), (5.38, -73.77), (5.49, -72.94), (5.13, -73.78), (5.01, -73.81), (5.47, -73.75), (5.47, -73.75), (5.1, -73.79), (4.680486, -74.146869), (1.07927, -77.14946), (5.06, -73.71), (4.75, -74.333333), (5.568167, -72.915483), (5.00393, -73.96406), (5.52, -74.68), (1.083, -77.15), (4.338481, -74.366334), (5.583333, -72.85), (1.083, -77.15), (5.470346, -73.75232), (4.6, -74.08), (4.6, -74.08), (4.6, -74.08), (4.6, -74.08), (4.6, -74.08), (4.6, -74.08), (4.809568, -74.098129), (5.63, -73.86), (4.69547, -74.03106), (4.64, -74.09), (4.650173, -74.107359), (4.72419, -74.15612), (4.477249, -74.126926), (4.605555, -74.346005), (4.624539, -74.061474), (4.732317, -74.264664), (4.624539, -74.061474), (4.624539, -74.061474), (4.724796, -74.261745), (5.625111, -73.832243), (4.650173, -74.107359), (4.813064, -74.350228), (4.650173, -74.107359), (4.650173, -74.107359), (4.650173, -74.107359), (4.650173, -74.107359), (4.732317, -74.264664), (5.625111, -73.832243)]"
1478,Trichomycterus cachiraensis,"[(7.743694, -73.042111), (7.743694, -73.042111), (7.743694, -73.042111), (7.862216, -73.127086), (7.862216, -73.127086), (7.732308, -73.017646), (7.728842, -74.033889), (7.708208, -73.035391), (7.708208, -73.035391), (7.708208, -73.035391), (7.746389, -73.051111), (7.73247, -73.01817), (3.424722, -76.836944)]"
1479,Trichomycterus donascimientoi,"[(6.135528, -73.597333), (6.178509, -73.58959)]"
1480,Trichomycterus gorgona,"[(2.968802, -78.183673), (2.968802, -78.183673), (2.960194, -78.173155), (2.968802, -78.183673), (2.968802, -78.183673), (2.985806, -78.171444), (2.968057, -78.184271), (2.985012, -78.172792), (2.98333, -78.19167), (3.908889, -77.308611)]"
1481,Trichomycterus rosablanca,"[(6.09333, -73.8285), (6.093333, -73.828528), (6.093333, -73.828528), (6.093333, -73.828528), (6.087306, -73.83175), (6.087306, -73.83175), (6.093111, -73.828667), (6.093333, -73.828528), (6.093111, -73.828667), (6.087306, -73.83175), (6.087306, -73.83175), (6.093111, -73.828667), (6.093333, -73.828528), (6.093333, -73.828528), (6.093333, -73.828528), (6.093333, -73.828528), (6.093333, -73.828528), (6.09, -73.83), (6.087306, -73.83175), (6.093333, -73.828528), (6.093333, -73.828528), (6.093111, -73.828667)]"
1482,Trichomycterus sandovali,"[(6.798306, -73.257278), (6.798389, -73.257281), (6.798389, -73.257281), (6.798389, -73.257281), (6.798389, -73.257281), (6.803131, -73.272819), (6.803131, -73.272819), (6.803131, -73.272819), (6.803131, -73.272819), (6.803131, -73.272819), (6.798306, -73.257278), (6.798306, -73.257278), (6.803122, -73.272994), (6.83, -73.28), (6.80799, -73.261348), (6.80799, -73.261348), (6.797505, -73.291389)]"
1483,Trichomycterus santanderensis,"[(7.16, -73.29), (7.163611, -73.28917), (7.163611, -73.28917), (7.163611, -73.28917)]"
1484,Trichomycterus sketi,"[(6.84, -73.09), (6.83368, -73.08363), (6.839167, -73.088333)]"
1485,Trichomycterus uisae,"[(6.81385, -73.10935), (6.81385, -73.10935), (6.81385, -73.10935), (6.81385, -73.10935), (6.81385, -73.10935), (6.87845, -73.0452), (6.87845, -73.0452), (6.87845, -73.0452), (6.87845, -73.0452), (6.87845, -73.0452), (6.84, -73.09), (6.83368, -73.08363), (6.839167, -73.088333), (6.839156, -73.088331), (6.839167, -73.0883), (6.839167, -73.0883), (6.839167, -73.0883)]"
1486,Apteronotus magdalenensis,"[(5.215031, -74.730306), (7.304578, -73.825414), (7.300478, -73.835144), (7.150796, -73.575538), (7.155634, -73.584069), (7.150796, -73.575538), (6.680669, -75.833354), (6.68067, -75.833358), (6.68349, -75.8368), (7.150028, -74.085444), (5.25, -74.83), (7.16253, -73.55097), (8.020685, -75.090788), (6.42503, -74.58449), (7.198167, -73.615111), (8.02242, -75.09499), (6.50758, -74.39828), (5.229361, -74.733194), (5.229361, -74.733194), (5.229361, -74.733194), (5.229361, -74.733194), (5.229361, -74.733194), (5.229361, -74.733194), (5.202587, -74.732981), (5.202587, -74.732981), (5.229361, -74.733194), (5.229361, -74.733194), (5.229361, -74.733194), (5.229361, -74.733194), (5.229361, -74.733194), (5.229361, -74.733194), (5.277648, -74.731084), (5.23, -74.73), (5.251389, -74.74333)]"
1487,Gymnotus henni,"[(3.950766, -76.821465), (3.874622, -76.925), (3.688881, -76.964547), (3.693956, -76.95775), (3.745208, -76.961903), (3.851528, -76.855425), (5.08222, -76.57669), (8.254, -77.714), (8.25, -77.71), (3.866277, -76.921406), (3.840062, -76.897824), (3.840062, -76.897824), (3.840062, -76.897824), (3.840062, -76.897824), (3.840062, -76.897824), (3.840062, -76.897824), (3.85, -76.85), (4.168136, -77.302513), (4.168136, -77.302513), (4.214687, -77.502961), (4.168136, -77.302513), (4.224743, -77.263524), (5.07, -77.05), (5.44214, -76.954599), (5.397702, -77.058088), (4.147625, -77.145899), (3.88333, -77.06667), (3.834908, -76.894319), (4.221697, -77.222633), (3.87, -76.93), (4.145658, -77.144806), (4.145658, -77.144806)]"
1488,Batrachoides manglae,"[(12.200889, -72.150055), (10.832027, -64.177109), (21.393611, -86.803056), (21.39361, -86.80306), (11.196667, -63.741667), (10.954585, -64.145604), (10.95307, -64.138745), (10.963225, -64.164109), (10.96789, -64.164221), (10.924732, -64.114388), (10.925967, -64.107769), (10.869406, -64.04442), (10.872521, -64.046866), (10.904619, -64.109312), (10.907333, -64.101426), (10.959286, -74.333119), (10.6, -61.2), (10.6, -61.2), (11.002865, -64.027138), (10.79282, -63.677058)]"
1489,Gambusia nicaraguensis,"[(13.323469, -81.38275), (13.327442, -81.377278), (13.335861, -81.392528), (13.335861, -81.392528), (13.335861, -81.392528), (15.661277, -88.974273), (9.94379, -83.01145), (10.508611, -75.570556), (11.992049, -83.834933), (13.566667, -81.386167), (15.895722, -86.052056), (15.898444, -86.123361), (15.782367, -87.4336), (13.434083, -83.601583), (13.558139, -83.53425), (13.769417, -83.557417), (13.924556, -83.482306), (13.938694, -83.539972), (13.917583, -83.495083), (12.546683, -81.707667), (15.794444, -86.546028), (15.658126, -88.150773), (15.599511, -85.921426), (16.780278, -87.035), (16.33519, -86.48717), (16.45833, -85.90972), (16.29469, -86.56881), (16.33897, -86.47614), (16.29081, -86.57306), (16.37011, -86.43636), (16.34264, -86.54811), (16.34686, -86.53094), (16.48125, -85.9025), (16.49936, -85.87803), (16.46006, -85.91225), (16.34519, -86.62928), (16.34869, -86.53161), (16.31367, -86.55111), (9.00117, -79.5728), (9.0, -79.57), (11.92571, -83.73824), (15.672461, -88.78925), (15.672461, -88.78925), (15.696681, -88.616512), (15.696681, -88.616512), (10.954667, -83.738333), (10.95467, -83.73833), (9.26611, -78.2256), (9.27, -78.23), (16.76667, -88.13333), (9.26611, -78.2256), (9.27, -78.23), (17.96972, -87.94164), (9.909011, -82.984924), (16.313268, -86.591011), (12.48632, -81.73336), (9.384857, -79.888333), (9.906294, -82.982832), (9.403479, -79.861761), (16.193595, -88.571602), (16.108992, -88.799101), (15.980025, -88.940564), (16.503336, -88.400515), (16.108992, -88.799101), (14.546355, -83.599111), (15.972907, -86.478314), (14.747577, -83.970252), (15.900628, -86.021911), (16.34264, -86.548144), (15.794295, -84.651086), (16.406294, -86.278106), (17.51888, -88.197598), (9.09, -80.04), (15.45, -87.883333), (15.05, -87.933333), (15.883333, -87.833333), (15.85, -87.883333), (15.533333, -88.0), (14.716667, -84.1), (14.716667, -84.1), (15.483333, -84.35), (15.766667, -88.016667), (15.766667, -88.0), (15.55, -84.366667), (15.416667, -84.333333), (15.483333, -84.366667), (15.416667, -87.9), (15.766667, -87.983333), (15.833333, -87.933333), (15.783333, -87.966667), (15.804444, -87.945833), (15.804444, -87.945833), (15.0, -88.0), (15.791667, -87.963889), (15.729444, -88.634722), (15.916667, -85.65), (15.95, -85.683333), (16.476389, -85.873611), (16.453056, -85.939167), (16.435278, -85.947222), (9.405556, -79.0), (9.72699, -82.825078), (9.72699, -82.82508), (9.17507, -79.797826), (15.593129, -89.150386), (15.733994, -88.87681), (9.40727, -79.87007), (15.437139, -87.924993), (15.825, -87.923058), (12.539769, -81.7), (12.539769, -81.7), (12.539769, -81.7), (12.539769, -81.7), (16.451624, -85.882573), (16.444441, -85.908483), (16.451624, -85.882573), (9.204852, -79.624774), (9.12399, -79.77917), (18.631706, -90.285393), (18.770349, -90.518095), (9.164631, -79.836398), (9.164293, -79.836656), (16.641667, -90.658333), (9.164631, -79.836398), (9.164631, -79.836398), (9.164955, -79.83661), (9.164293, -79.836656), (9.16425, -79.836956), (15.780401, -87.454334), (15.726912, -88.604635), (18.166125, -96.097803), (18.578582, -95.705739), (18.851014, -97.100839), (18.851014, -97.100839), (18.851014, -97.100839), (14.968106, -85.014077), (14.968106, -85.014077), (15.785588, -87.969671), (9.164631, -79.836398), (15.738269, -84.517043), (15.752622, -86.373319), (15.814754, -84.545818), (16.383333, -86.35), (16.443611, -85.905556), (15.728668, -88.593356), (15.775029, -87.032233), (16.079167, -86.991667), (15.874448, -84.702472), (16.322515, -86.499099), (16.413169, -86.280466), (16.088056, -88.812222), (15.770095, -88.035779), (15.697932, -84.453173), (16.406294, -86.278106), (15.802973, -84.291229), (16.406294, -86.278106), (15.716667, -88.6), (9.354424, -79.888858), (15.793992, -87.973766), (9.164293, -79.836656), (16.413169, -86.280466), (27.016667, 14.416667), (15.825, -87.923058), (18.19051, -88.69167), (9.16967, -79.90622), (9.354424, -79.888858), (13.326111, -81.386111), (13.326111, -81.386111)]"
1490,Gambusia lemaitrei,"[(9.410972, -75.832889), (1.075829, -75.229683), (1.075829, -75.229683), (10.723635, -75.237095), (10.723635, -75.237095)]"
1491,Austrofundulus guajira,"[(11.538403, -72.060988), (11.449815, -72.559517), (10.922153, -72.258415), (11.449815, -72.559517), (11.392647, -72.310522), (11.492483, -72.999906)]"
1492,Hippocampus erectus,"[(34.691662, -76.88802), (27.392874, -82.560533), (27.629028, -82.631904), (27.933775, -97.108254), (40.778153, -72.63579), (27.957563, -82.567916), (39.646618, -74.094016), (27.625134, -82.726331), (27.709719, -82.480507), (36.364842, -75.89057), (27.606296, -82.785079), (27.846399, -82.85667), (32.378632, -64.720825), (27.986479, -82.958528), (27.884112, -82.95459), (27.819793, -82.878472), (27.814214, -82.836539), (41.26844, -71.966989), (40.788387, -72.983026), (40.674023, -73.817224), (40.701744, -73.890797), (29.47617, -81.064292), (37.328645, -76.162283), (40.73474, -73.803169), (37.022304, -76.317424), (40.701878, -74.130995), (40.697057, -74.104075), (40.792832, -74.134298), (37.271451, -76.276432), (27.475245, -82.6997), (30.339027, -86.865603), (27.897652, -82.858152), (27.846109, -82.976293), (27.830169, -82.831931), (25.875447, -80.01639), (25.802955, -80.19018), (39.677133, -74.044084), (27.814748, -82.871789), (27.302086, -82.501342), (40.933147, -72.48015), (26.63583, -80.140362), (26.709755, -80.002728), (26.688477, -80.163125), (39.150065, -74.677388), (26.59304, -80.113621), (39.132232, -74.700575), (24.838177, -80.583279), (27.838556, -82.85327), (27.997046, -82.852805), (27.849049, -82.856678), (27.940017, -82.979084), (27.900301, -82.883187), (27.890522, -82.988561), (27.96512, -82.82394), (39.037704, -74.693238), (26.695009, -80.124791), (26.725734, -80.16746), (26.701795, -80.164772), (26.739025, -80.074496), (26.683017, -82.339249), (40.3383, -73.813927), (27.905383, -82.811339), (40.682207, -74.091059), (30.055816, -85.667767), (27.770753, -82.655229), (25.166731, -80.237449), (41.498133, -71.086853), (27.88487, -82.937582), (27.87788, -82.615346), (32.164226, -65.04708), (36.911817, -76.312103), (30.284742, -86.509724), (40.700651, -74.050394), (41.040532, -72.585639), (40.542853, -73.806053), (41.269445, -72.008033), (40.426529, -73.646258), (27.926759, -82.907422), (37.514681, -75.764923), (34.601593, -76.634389), (41.030839, -72.212393), (27.876405, -82.841079), (27.893325, -82.971498), (37.22595, -75.971149), (40.650567, -72.991276), (41.27694, -72.558114), (37.990003, -76.195808), (37.869473, -76.096002), (37.992399, -75.503874), (40.731428, -74.11144), (25.159127, -80.497819), (27.80915, -80.561959), (38.545918, -28.749968), (27.820231, -82.967726), (40.141632, -74.132287), (39.031447, -74.682023), (27.540437, -82.740017), (38.253602, -76.53879), (26.443422, -82.099025), (27.960282, -82.835905), (27.880113, -82.9299), (40.790139, -73.344504), (37.689344, -76.293488), (32.36068, -64.658268), (27.874918, -82.86073), (27.9378, -82.910371), (40.677268, -73.387109), (37.262289, -76.316558), (26.68806, -80.006405), (40.629197, -73.785033), (27.709263, -82.713863), (27.923587, -82.840629), (27.874566, -82.939656), (27.992763, -82.964535), (27.964067, -82.820311), (27.981233, -82.986995), (27.814759, -82.994773), (27.909373, -82.99881), (38.32224, -75.183847), (41.473628, -71.238122), (38.235441, -75.10201), (27.868042, -82.886072), (27.989346, -82.852875), (27.89075, -82.957867), (27.802872, -82.887329), (27.489559, -82.700159), (25.935371, -81.631653), (26.709377, -80.095504), (30.261748, -87.70126), (40.157527, -74.099544), (40.053499, -74.040239), (27.348919, -82.590291), (39.411194, -74.35036), (44.526957, -63.949277), (39.785848, -74.094454), (40.935999, -72.553981), (40.715829, -72.97009), (37.362913, -75.888232), (37.846811, -76.336008), (26.699905, -80.176123), (37.758095, -75.86801), (17.626414, -88.136858), (27.983649, -82.824745), (27.283759, -82.737381), (27.82146, -82.920085), (27.916083, -82.904178), (35.002167, -76.123354), (26.245418, -81.963731), (27.876726, -82.822541), (27.739252, -82.62393), (26.261036, -81.942942), (27.681422, -82.616807), (27.638057, -82.708379), (27.9553, -82.834574), (27.823544, -82.893708), (27.938971, -82.84102), (28.147912, -82.887917), (27.975481, -82.933702), (41.668571, -70.348333), (27.928438, -82.904855), (27.857481, -82.846126), (27.819767, -82.903153), (26.245786, -81.878413), (39.995599, -74.090723), (27.854049, -82.915715), (26.302675, -81.831766), (40.694315, -73.237282), (27.875679, -82.918597), (27.361517, -82.518671), (27.326314, -82.514482), (27.247126, -82.503341), (27.20413, -82.447401), (27.909023, -82.937015), (27.895828, -82.81331), (27.933073, -82.985688), (27.662358, -82.730575), (26.684829, -80.077873), (26.617661, -80.097114), (27.91708, -82.985644), (27.849954, -82.886636), (27.816469, -82.983135), (27.962416, -82.92182), (27.82801, -82.871326), (27.963817, -82.892959), (27.229702, -82.537939), (27.563308, -80.371296), (27.471298, -80.283675), (27.957616, -82.808286), (27.95415, -82.935069), (27.836028, -82.991771), (40.975456, -72.175443), (40.936541, -72.08165), (27.61957, -82.632176), (27.800727, -82.806856), (27.844083, -82.847833), (26.742764, -80.192243), (26.742138, -80.040131), (29.952105, -84.406223), (27.93555, -82.865971), (27.953944, -82.987657), (27.873711, -80.556462), (27.890193, -82.926356), (37.190286, -76.360684), (27.929147, -82.933866), (27.983766, -82.826015), (27.783335, -82.666883), (25.79791, -80.235706), (32.251046, -64.629398), (26.97873, -82.36519), (26.697044, -80.015124), (26.722285, -80.187615), (26.610185, -80.072818), (26.701143, -80.158196), (26.733349, -80.070189), (26.643966, -80.147115), (26.653115, -80.168968), (27.959393, -82.924274), (38.903487, -74.856091), (27.258115, -82.498013), (27.836704, -82.826858), (27.934176, -82.937254), (27.808575, -82.827682), (27.73359, -82.638877), (27.622516, -82.617334), (27.729244, -82.791837), (27.635432, -82.779592), (27.76747, -82.761463), (38.813812, -75.307447), (27.909258, -82.950422), (34.717664, -76.871435), (40.860056, -72.024532), (26.799248, -80.03204), (26.715672, -80.08965), (26.682949, -80.025948), (26.628771, -80.080926), (26.740834, -80.132261), (26.797045, -80.096912), (26.601553, -80.069665), (26.668671, -80.153752), (26.601316, -80.081906), (26.794264, -80.186488), (39.673127, -74.115233), (41.369346, -72.02676), (34.718378, -76.771823), (40.476064, -73.802644), (40.717838, -73.366212), (27.849436, -82.85586), (27.979848, -82.814873), (25.09267, -80.300782), (27.204742, -82.773866), (29.025566, -95.083908), (37.225029, -75.999062), (37.654029, -75.975622), (40.675605, -74.068454), (41.263115, -72.410883), (32.279187, -64.988429), (40.74222, -72.858548), (26.704024, -80.032785), (26.746035, -80.047371), (26.76999, -80.045629), (40.79846, -74.031432), (35.192936, -75.892839), (40.998507, -72.531386), (40.955423, -72.524931), (27.732934, -82.708674), (40.714688, -74.010537), (27.812366, -82.909282), (27.839658, -82.969847), (38.727835, -75.052723), (40.853912, -72.441314), (37.141095, -75.856622), (37.181607, -75.999116), (27.843541, -82.835911), (40.799553, -72.855324), (40.617359, -74.129705), (28.155219, -82.926694), (27.812397, -82.998234), (37.837941, -75.294592), (26.606281, -80.113719), (26.798358, -80.149558), (30.357492, -88.946969), (34.697783, -76.816286), (38.264913, -76.349119), (38.286003, -75.166185), (27.175708, -82.546682), (39.443379, -74.225999), (39.499089, -74.385091), (41.06754, -71.430345), (40.670608, -74.074036), (16.219118, -61.294452), (38.209209, -75.131866), (29.111308, -95.083271), (40.719083, -73.244726), (37.907839, -76.015102), (41.320955, -71.83849), (27.824073, -82.85151), (40.691465, -74.08013), (25.989522, -81.656231), (40.630502, -73.245586)]"
