identificacion,nombre_cientifico,reino,filo,clase,orden,familia,genero,epiteto_especifico,estado_taxonomico,estado_de_amenaza,coordenadas
2419350,Potamotrygon yepezi,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,yepezi,Válido,VU,"[(9.13058, -72.88304), (7.9468, -72.601228), (11.04416, -71.861805), (11.04416, -71.861805), (10.9373, -71.712972), (11.04416, -71.861805), (10.9373, -71.712972), (10.9373, -71.713), (10.94, -71.71), (8.220667, -72.545583), (9.02675, -72.885369), (10.0273, -72.1387), (10.0273, -72.1387), (9.917, -71.583), (5.344722, -70.796389)]"
5203123,Megalops atlanticus,Animalia,Chordata,Actinopterygii,Elopiformes,Megalopidae,Megalops,atlanticus,Válido,CR,"[(12.158111, -68.2804), (12.44603, -69.946717), (12.10509, -68.288531), (12.246167, -68.30946), (12.167006, -68.287413), (12.1666, -68.2875), (12.1674, -68.2877), (12.171048, -68.289108), (12.171078, -68.288805), (12.171078, -68.288805), (12.161461, -68.283856), (12.139269, -68.276959), (12.104855, -68.945499), (12.137219, -68.27975), (10.461791, -75.500163)]"
5212877,Arapaima gigas,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Arapaimidae,Arapaima,gigas,Válido,VU,"[(4.440223, -75.752022)]"
5212838,Osteoglossum bicirrhosum,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum,bicirrhosum,Válido,VU,"[(6.031552, -68.141506), (4.620014, -74.147024), (6.166851, -67.531607)]"
5212844,Osteoglossum ferreirai,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum,ferreirai,Válido,EN,"[(6.100536, -67.487742), (5.876611, -68.163861), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.184766, -67.488462), (6.152556, -67.591389), (6.152556, -67.591389), (6.181231, -67.474959), (5.330667, -67.941444), (5.376278, -68.036694), (6.186245, -67.470008), (5.371008, -67.896538), (5.848528, -68.666), (5.859472, -68.159556), (5.859667, -68.160056), (5.376278, -68.036694)]"
2355543,Abramites eques,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,eques,Válido,VU,"[(7.890651, -73.641536), (8.324354, -74.529213), (8.324354, -74.529213), (8.324354, -74.529213), (8.324354, -74.529213), (8.324354, -74.529213), (8.301342, -74.506891), (8.339207, -74.559865), (8.324354, -74.529213), (8.324354, -74.529213), (8.088431, -74.772674), (7.351539, -73.903631), (8.34603, -74.478937), (8.27365, -74.4963), (7.382139, -73.909694), (7.96411, -75.2078), (7.105722, -73.864583), (7.105722, -73.864583), (8.00576, -74.9792), (8.27365, -74.4963), (8.10354, -74.7794), (8.27085, -74.492788), (8.27365, -74.4963), (7.163444, -73.837056), (7.163444, -73.837056), (7.165417, -73.845486), (8.31115, -74.5461), (8.00576, -74.9792), (7.820868, -73.650563), (8.32118, -74.5224), (8.100738, -74.775865), (7.9613, -75.204315), (7.9613, -75.204315), (7.9613, -75.204315), (7.96411, -75.2078), (8.30835, -74.542614), (8.31115, -74.5461), (8.096154, -74.76717), (7.956473, -75.207532), (7.956473, -75.207532), (8.470965, -74.534202), (7.956473, -75.207532), (7.961296, -75.204312), (7.961296, -75.204312), (8.308352, -74.542613), (8.270849, -74.492783), (8.002954, -74.975747), (8.317953, -74.519857), (8.308352, -74.542613), (7.150028, -74.085444), (7.956473, -75.207532), (8.332565, -74.494534), (8.318382, -74.518891), (8.318382, -74.518891), (8.318382, -74.518891), (8.317953, -74.519857), (8.27085, -74.492788), (8.30835, -74.542614), (8.270849, -74.492783), (8.308352, -74.542613), (8.27085, -74.492788), (8.27085, -74.492788), (8.27085, -74.492788), (8.27085, -74.492788), (8.27085, -74.492788), (8.27085, -74.492788), (8.27085, -74.492788), (8.332565, -74.494534), (8.332565, -74.494534), (8.332565, -74.494534), (8.318382, -74.518891), (8.33914, -74.539096), (8.33914, -74.539096), (8.33914, -74.539096), (8.270849, -74.492783), (8.317953, -74.519857), (8.332564, -74.494528), (8.339143, -74.539091), (8.30835, -74.542614), (8.30835, -74.542614), (8.30835, -74.542614), (8.30835, -74.542614), (8.30835, -74.542614), (8.30835, -74.542614), (8.30835, -74.542614), (8.30835, -74.542614), (8.308352, -74.542613), (8.01, -74.79), (9.381583, -75.890417), (8.33914, -74.539096), (8.339143, -74.539091), (8.339143, -74.539091), (8.002955, -74.975744), (8.002954, -74.975747), (8.002954, -74.975747), (8.308348, -74.542616), (8.30835, -74.542614), (8.308352, -74.542613), (8.308352, -74.542613), (7.93, -74.79), (8.27085, -74.492787), (7.961298, -75.204311), (8.27085, -74.492788), (8.27085, -74.492788), (8.27085, -74.492788), (8.27085, -74.492788), (8.27085, -74.492788), (7.956473, -75.207532), (8.332555, -74.494537), (8.332565, -74.494534), (8.332565, -74.494534), (8.332565, -74.494534), (8.202104, -74.754428), (7.956473, -75.207532), (7.956473, -75.207532), (7.961296, -75.204312), (8.006644, -75.17326), (8.009803, -75.094149), (8.322097, -74.538544), (8.30835, -74.542614), (7.956473, -75.207532), (8.22559, -73.76259), (7.43538, -73.78321), (7.155694, -73.874083), (9.581577, -73.771652), (9.61866, -73.75275), (6.83054, -74.05973), (6.83054, -74.05973), (8.865014, -75.056306), (8.433792, -75.249068), (8.3118, -75.13696), (8.439041, -75.073079), (8.865014, -75.056306), (9.0, -73.966667)]"
2355356,Leporinus muyscorum,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Leporinus,muyscorum,Válido,VU,"[(9.221269, -74.756164), (9.170142, -74.730653), (5.702475, -74.720995), (5.702475, -74.720995), (5.340425, -74.734076), (6.251721, -74.765115), (11.175786, -72.558664), (7.252793, -73.9172), (5.669222, -74.792472), (11.175819, -72.558738), (7.476305, -73.903417), (7.248133, -73.884533), (7.248133, -73.884533), (6.2058, -74.75745), (7.136422, -73.560742), (9.26825, -74.728981), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (6.69094, -75.838271), (6.448917, -75.82592), (6.69094, -75.838271), (6.69094, -75.838271), (7.070958, -75.686394), (7.070958, -75.686394), (7.322095, -75.361468), (7.349228, -75.335339), (7.463134, -75.326897), (7.463134, -75.326897), (7.582955, -75.399939), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.668917, -75.282), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.951077, -75.229225), (7.951077, -75.229225), (7.951077, -75.229225), (7.951077, -75.229225), (7.956244, -75.207825), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (8.01253, -75.138254), (8.01253, -75.138254), (8.01253, -75.138254), (8.010727, -75.092424), (8.010727, -75.092424), (8.019444, -75.081583), (8.015873, -75.061808), (8.015873, -75.061808), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.012889, -74.993361), (8.002744, -74.978901), (8.002744, -74.978901), (8.002744, -74.978901), (8.002744, -74.978901), (8.002744, -74.978901), (8.002744, -74.978901), (8.002744, -74.978901), (8.035987, -74.953814), (8.05593, -74.874703), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.002301, -74.817828), (8.002301, -74.817828), (8.202188, -74.754403), (8.202188, -74.754403), (8.202188, -74.754403), (8.200437, -74.731445), (8.339207, -74.559865), (8.339207, -74.559865), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208), (8.012711, -74.788155), (8.012711, -74.788155), (8.012711, -74.788155), (8.012711, -74.788155), (8.012711, -74.788155), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.573083, -74.557153), (8.631612, -74.519602), (8.324354, -74.529213), (8.324354, -74.529213), (8.324354, -74.529213), (8.254827, -74.589104), (8.364349, -74.487301), (8.875207, -74.467534), (8.339361, -74.564056), (8.875333, -74.467333), (7.070958, -75.686394), (7.070958, -75.686394), (7.139587, -75.645478), (7.987125, -75.19165), (8.470965, -74.5342), (8.470965, -74.5342), (8.470965, -74.5342), (8.470965, -74.5342), (7.987125, -75.19165), (8.470965, -74.5342), (8.470965, -74.5342), (8.470965, -74.5342), (8.470965, -74.5342), (8.470965, -74.5342), (8.470965, -74.5342), (7.322095, -75.361468), (7.463134, -75.326897), (7.463134, -75.326897), (7.536997, -75.336621), (7.536997, -75.336621), (7.582955, -75.399939), (7.582955, -75.399939), (7.582955, -75.399939), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.748392, -75.257052), (7.748392, -75.257052), (7.748392, -75.257052), (7.748392, -75.257052), (7.748392, -75.257052), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.858478, -75.207429), (7.951077, -75.229225), (7.951077, -75.229225), (7.951077, -75.229225), (7.956244, -75.207825), (7.956244, -75.207825), (7.956244, -75.207825), (7.956244, -75.207825), (7.956244, -75.207825), (7.956244, -75.207825), (7.956244, -75.207825), (7.956244, -75.207825), (7.956244, -75.207825), (7.956244, -75.207825), (7.985203, -75.192649), (7.985203, -75.192649), (7.985203, -75.192649), (8.010727, -75.092424), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.010048, -75.022192), (8.002744, -74.978901), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674)]"
2353470,Brycon labiatus,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,labiatus,Válido,EN,[]
2353526,Brycon moorei,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,moorei,Válido,VU,"[(7.300478, -73.835144), (7.469861, -73.903806), (6.69094, -75.838271), (7.138567, -75.661306), (7.070958, -75.686394), (7.070958, -75.686394), (7.070958, -75.686394), (6.8682, -75.838991), (7.139587, -75.645478), (7.139587, -75.645478), (7.288084, -75.395241), (7.288084, -75.395241), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.581333, -75.349917), (7.668917, -75.282), (7.668917, -75.282), (7.748392, -75.257052), (7.985203, -75.192649), (8.010727, -75.092424), (8.019444, -75.081583), (8.010048, -75.022192), (8.010048, -75.022192), (8.012889, -74.993361), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.002301, -74.817828), (8.002301, -74.817828), (8.339207, -74.559865), (8.339207, -74.559865), (8.339207, -74.559865), (8.466551, -74.534208), (8.324354, -74.529213), (8.324354, -74.529213), (8.324354, -74.529213), (8.893277, -74.475155), (7.070958, -75.686394), (7.139587, -75.645478), (7.157464, -75.674986), (7.150129, -75.629066), (7.150129, -75.629066), (7.139587, -75.645478), (7.139587, -75.645478), (7.139587, -75.645478), (7.139587, -75.645478), (7.070351, -75.683512), (8.470965, -74.5342), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.349228, -75.335339), (7.463134, -75.326897), (7.582955, -75.399939), (8.010727, -75.092424), (8.202188, -74.754403), (8.339207, -74.559865), (8.339207, -74.559865), (8.339207, -74.559865), (8.339207, -74.559865), (8.339207, -74.559865), (8.012711, -74.788155), (8.012711, -74.788155), (8.012711, -74.788155), (8.012711, -74.788155), (8.573083, -74.557153), (8.5764, -74.538207), (8.5764, -74.538207), (8.5764, -74.538207), (8.5764, -74.538207), (8.631612, -74.519602), (8.631612, -74.519602), (8.631612, -74.519602), (8.631612, -74.519602), (8.597728, -74.518268), (8.597728, -74.518268), (8.597728, -74.518268), (8.324354, -74.529213), (8.893277, -74.475155), (7.333385, -73.838508), (7.050766, -75.761742), (7.086625, -75.737287), (6.903563, -75.834748), (7.349228, -75.335339), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.581333, -75.349917), (7.581333, -75.349917), (8.339207, -74.559865), (8.631612, -74.519602), (8.324354, -74.529213), (8.34603, -74.478937), (8.893277, -74.475155), (7.004176, -75.816707), (6.00655, -75.840302), (8.470965, -74.5342), (7.138567, -75.661306), (6.924437, -75.830471), (7.086625, -75.737287), (7.086625, -75.737287), (7.048604, -75.7818), (6.69094, -75.838271), (6.69094, -75.838271), (6.514502, -75.817872), (6.924437, -75.830471), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.349228, -75.335339), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.463134, -75.326897), (7.581333, -75.349917), (7.581333, -75.349917), (7.797778, -75.205722), (8.339207, -74.559865), (8.893277, -74.475155), (8.893277, -74.475155), (7.086625, -75.737287), (6.924437, -75.830471), (7.086625, -75.737287), (7.086625, -75.737287), (6.924437, -75.830471), (6.924437, -75.830471), (7.048604, -75.7818), (6.924437, -75.830471), (7.048604, -75.7818), (6.973434, -75.821583), (7.086625, -75.737287), (7.086625, -75.737287), (6.924437, -75.830471), (6.973434, -75.821583), (6.514502, -75.817872), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (7.987125, -75.19165), (5.967183, -75.840928), (5.967183, -75.840928), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.463134, -75.326897), (7.463134, -75.326897), (7.581333, -75.349917), (7.58176, -75.350106), (7.797778, -75.205722), (7.797778, -75.205722), (7.956244, -75.207825), (8.202188, -74.754403), (8.339207, -74.559865), (8.339207, -74.559865), (8.301342, -74.506891), (7.351539, -73.903631), (7.086625, -75.737287), (6.924437, -75.830471), (7.050766, -75.761742), (6.973434, -75.821583), (6.924437, -75.830471), (6.924437, -75.830471), (6.924437, -75.830471), (6.924437, -75.830471), (6.69094, -75.838271), (7.138567, -75.661306), (7.138567, -75.661306), (8.470965, -74.5342), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.349228, -75.335339), (7.463134, -75.326897), (7.581333, -75.349917), (7.985203, -75.192649), (8.010727, -75.092424), (8.010727, -75.092424), (8.019444, -75.081583), (8.010048, -75.022192), (8.010048, -75.022192), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (7.2505, -73.8936), (7.236116, -73.826334), (7.21375, -73.858917), (7.248035, -73.913168), (7.21375, -73.858917), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.466551, -74.534208), (7.322095, -75.361468), (7.322095, -75.361468), (8.364349, -74.487301), (8.364349, -74.487301), (8.364349, -74.487301), (8.364349, -74.487301), (6.514502, -75.817872), (6.514502, -75.817872), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (8.010727, -75.092424), (8.010727, -75.092424), (8.002744, -74.978901), (7.748392, -75.257052), (7.748392, -75.257052), (6.514502, -75.817872), (6.514502, -75.817872), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (7.288084, -75.395241), (8.010727, -75.092424), (8.010727, -75.092424), (8.002744, -74.978901), (7.748392, -75.257052), (7.748392, -75.257052), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.088431, -74.772674), (8.466551, -74.534208), (7.322469, -75.36237), (7.322469, -75.36237), (8.364349, -74.487301), (8.364349, -74.487301), (8.364349, -74.487301), (8.364349, -74.487301), (8.088431, -74.772674), (8.466551, -74.534208), (8.466551, -74.534208), (8.466551, -74.534208)]"
2354716,Cynopotamus atratoensis,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Cynopotamus,atratoensis,Válido,VU,"[(7.437778, -77.122222), (5.952778, -76.764833), (7.53421, -77.08917), (7.53422, -77.08918), (5.5, -76.65), (5.5, -76.65), (5.5, -76.65), (5.5, -76.65), (5.5, -76.65), (5.5, -76.65), (5.683333, -76.666667), (5.5, -76.65), (5.5, -76.65), (5.5, -76.65), (5.5, -76.65), (5.5, -76.65), (5.5, -76.65), (5.683333, -76.666667), (5.7, -76.65), (5.683333, -76.666667), (5.683333, -76.666667), (5.69015, -76.66268), (9.21921, -75.735303), (5.598973, -76.467667), (6.535275, -76.928131), (6.0, -76.783333), (5.7, -76.616667), (7.47, -77.12), (5.598973, -76.467667), (5.684387, -76.667033), (5.684387, -76.667033)]"
2353412,Genycharax tarpon,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Genycharax,tarpon,Válido,VU,"[(6.861339, -75.846209), (6.861337, -75.846206), (6.832246, -75.864099), (6.86416, -75.8497), (6.83225, -75.864104), (6.83507, -75.8676), (7.137674, -75.660942), (6.514047, -75.817946), (6.514047, -75.817946), (7.137674, -75.660943), (6.752517, -75.851683), (4.23041, -76.2303), (4.68607, -75.84936), (5.1585, -75.650333), (4.753333, -75.875), (4.344929, -76.147793), (4.767196, -75.967502), (4.767196, -75.967502), (4.767196, -75.967502)]"
