latitude,longitude,elevation,speed,time,distance,elevation_diff,cum_distance,cum_elevation
4.727902337908745,-73.95146772265434,2680.4,4.159313727513934,2024-05-04 07:40:49+00:00,66.44,2.200000000000273,31450.749999999975,-8.199999999999818
4.728498039767146,-73.95145146176219,2683.0,4.149293303518001,2024-05-04 07:41:05+00:00,66.26,2.599999999999909,31517.009999999973,-5.599999999999909
4.728994918987155,-73.95145741291344,2687.0,3.466294765235764,2024-05-04 07:41:21+00:00,55.25,4.0,31572.259999999973,-1.599999999999909
4.729425497353077,-73.95145816728473,2690.4,3.003267131455534,2024-05-04 07:41:37+00:00,47.88,3.400000000000091,31620.139999999974,1.800000000000182
4.729813914746046,-73.95145129412413,2693.6,2.5507872052848657,2024-05-04 07:41:54+00:00,43.2,3.199999999999818,31663.339999999975,5.0
4.730233680456877,-73.95138717256486,2696.8,2.960917350496445,2024-05-04 07:42:10+00:00,47.21,3.200000000000273,31710.549999999974,8.200000000000273
4.730544732883573,-73.95125825889409,2699.8,2.6845293346866392,2024-05-04 07:42:24+00:00,37.42,3.0,31747.969999999972,11.200000000000273
4.730839608237147,-73.95101878792048,2702.8,2.645979373299584,2024-05-04 07:42:40+00:00,42.18,3.0,31790.149999999972,14.200000000000273
4.73104840144515,-73.95079147070646,2706.0,2.1528000761843016,2024-05-04 07:42:56+00:00,34.26,3.199999999999818,31824.40999999997,17.40000000000009
4.731307486072183,-73.95055367611349,2708.6,2.44831628663126,2024-05-04 07:43:12+00:00,39.04,2.599999999999909,31863.44999999997,20.0
4.731683162972331,-73.95038419403136,2710.8,3.060351925819696,2024-05-04 07:43:27+00:00,45.8,2.200000000000273,31909.24999999997,22.200000000000273
4.732151124626398,-73.95040020346642,2713.0,4.013071466239305,2024-05-04 07:43:40+00:00,52.07,2.199999999999818,31961.31999999997,24.40000000000009
4.732598382979631,-73.95067135803401,2715.4,4.4784700033799405,2024-05-04 07:43:53+00:00,58.11,2.400000000000091,32019.42999999997,26.800000000000182
4.73313138820231,-73.95107746124268,2717.6,5.323764784629431,2024-05-04 07:44:07+00:00,74.42,2.199999999999818,32093.84999999997,29.0
4.733601361513138,-73.9511985797435,2720.4,4.16059110055169,2024-05-04 07:44:20+00:00,53.95,2.800000000000182,32147.79999999997,31.800000000000182
4.734207540750504,-73.95105298608541,2723.8,4.631266897325903,2024-05-04 07:44:35+00:00,69.31,3.400000000000091,32217.10999999997,35.20000000000027
4.735016981139779,-73.95070086233318,2727.2,6.141804681600321,2024-05-04 07:44:51+00:00,98.1,3.399999999999636,32315.20999999997,38.59999999999991
4.735482595860958,-73.95065702497959,2728.2,7.438464834205513,2024-05-04 07:44:58+00:00,52.0,1.0,32367.20999999997,39.59999999999991
